username,hotel_name,rating
Lordofmetropolis,SureStay Hotel by Best Western Beverly Hills West LA,3
almsteele,SureStay Hotel by Best Western Beverly Hills West LA,4
angy221,SureStay Hotel by Best Western Beverly Hills West LA,3
Lucas L,SureStay Hotel by Best Western Beverly Hills West LA,4
Roderick N,SureStay Hotel by Best Western Beverly Hills West LA,4
Michael K,SureStay Hotel by Best Western Beverly Hills West LA,4
Edward B,SureStay Hotel by Best Western Beverly Hills West LA,4
Tara K,SureStay Hotel by Best Western Beverly Hills West LA,3
Srsr18,Hotel V Frederiksplein,4
Carole W,Hotel V Frederiksplein,5
Hannah F,Hotel V Frederiksplein,4
jenniecostain,Hotel V Frederiksplein,4
Tammy W,Hotel V Frederiksplein,5
Flavian M,Hotel V Frederiksplein,5
TML,Hotel V Frederiksplein,3
GingerTom,Hotel V Frederiksplein,2
Griffin The Polar Bear,Hotel V Frederiksplein,2
SharonSamantha,Hotel V Frederiksplein,4
Voyage583720,Hotel V Frederiksplein,4
SJM7592,Hotel V Frederiksplein,1
alirY100UC,Hotel V Frederiksplein,4
stevebintley,Hotel V Frederiksplein,4
Cinderbug,Hotel V Frederiksplein,4
Jess&chris,Feliz in Roma,5
Mai Rajah,Feliz in Roma,5
keleriginting,Feliz in Roma,5
corinna b,Feliz in Roma,5
Carolina R,Feliz in Roma,5
Johanna V,Feliz in Roma,5
RobLeesy,Feliz in Roma,5
Mindy S,Feliz in Roma,5
ronnie1861,Feliz in Roma,5
LongNan,Feliz in Roma,5
Odette M,Feliz in Roma,5
billljoyce,Feliz in Roma,5
ด๋อย ด,Feliz in Roma,5
dan b,Feliz in Roma,5
Jeanny05,Feliz in Roma,5
olliesmamx,Hotel Belleclaire,5
humper1234,Hotel Belleclaire,3
Claire E,Hotel Belleclaire,5
Al L,Hotel Belleclaire,5
jrusp,Hotel Belleclaire,5
Alyssa C,Hotel Belleclaire,3
malbertell,Hotel Belleclaire,5
María E. Mora,Hotel Belleclaire,5
Dennis,Hotel Belleclaire,2
Emma,Hotel Belleclaire,4
Ron S,Hotel Belleclaire,4
Linda G,Hotel Belleclaire,3
stephen morgan,Hotel Belleclaire,5
Richard A,Hotel Belleclaire,5
StevieNYC-CT,Hotel Belleclaire,5
Jesse M,71 Nyhavn Hotel,5
Karen Z,71 Nyhavn Hotel,5
MotorOla2020,71 Nyhavn Hotel,5
South Yarra Girl,71 Nyhavn Hotel,4
SwissFrank306,71 Nyhavn Hotel,2
Kirsten and Kevin,71 Nyhavn Hotel,5
Selkie_12,71 Nyhavn Hotel,4
AmericanoTico,71 Nyhavn Hotel,5
MarkWarne,71 Nyhavn Hotel,5
Anna Linn Hayden,71 Nyhavn Hotel,4
TBFamily32688,71 Nyhavn Hotel,5
DebOChicago_IL,71 Nyhavn Hotel,5
r0salbagranieri,71 Nyhavn Hotel,5
Imogen Bentley,71 Nyhavn Hotel,5
Tommy D,71 Nyhavn Hotel,5
Pauline H,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
Stuart B,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
gailpshaw,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,1
mousepractice,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
Thehungryox,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,1
angharadevans0,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
christine L,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
joe2cool,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
juditho416,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
shirleyVManchester,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,4
Jade W,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
J B,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
Thenewtons28,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
Charlotte C,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,4
Lyndsay333,Premier Inn Manchester City Centre (Arena/Printworks) Hotel,5
sidseymour54,Ramada by Wyndham Belfast City Centre,5
Montfor,Ramada by Wyndham Belfast City Centre,5
Andy Griff,Ramada by Wyndham Belfast City Centre,5
Angie K,Ramada by Wyndham Belfast City Centre,5
-KJA-66-,Ramada by Wyndham Belfast City Centre,4
davidmccran,Ramada by Wyndham Belfast City Centre,4
petermccallion17,Ramada by Wyndham Belfast City Centre,5
Haggis-sandwich,Ramada by Wyndham Belfast City Centre,4
scott2mclean,Ramada by Wyndham Belfast City Centre,5
billyhughes9,Ramada by Wyndham Belfast City Centre,5
GIBTTI32,Ramada by Wyndham Belfast City Centre,5
StephW,Ramada by Wyndham Belfast City Centre,1
Food Lover,Ramada by Wyndham Belfast City Centre,5
pence,Ramada by Wyndham Belfast City Centre,5
Kohima2014,Ramada by Wyndham Belfast City Centre,4
alexismday,Primrose House,5
Pyburny,Primrose House,5
Ularu,Primrose House,5
Joseph B,Primrose House,5
Rae1182,Primrose House,5
Louisescott16,Primrose House,5
edwmagee,Primrose House,5
Harley,Primrose House,5
Austro-Mick,Primrose House,5
LightPacker601740,Primrose House,5
Rachel T,Primrose House,5
Georgina P,Primrose House,5
emarimba,Primrose House,5
Jimbob2008,Primrose House,5
Rebecca Pickering,Primrose House,5
Jim S,Villa Lara,5
Hannah,Villa Lara,5
Drew Higgins,Villa Lara,5
Eugene K,Villa Lara,5
Nikolay Belov,Villa Lara,4
kan1955,Villa Lara,5
KenDallasTx,Villa Lara,5
TravelB24,Villa Lara,5
Rach2708,Villa Lara,5
Michelle R,Villa Lara,5
whizz303,Villa Lara,5
Jennifer K,Villa Lara,5
FroggyManchester,Villa Lara,3
Paul B,Villa Lara,5
AmandaA0107,Villa Lara,5
DiSpin,The Dominican,5
Avivit,The Dominican,5
Sarah H,The Dominican,5
Dominique Willems,The Dominican,5
Carl,The Dominican,5
Red A,The Dominican,4
Rupa N,The Dominican,5
Yael K,The Dominican,5
Yehuda S,The Dominican,5
caztait,The Dominican,4
Anna,The Dominican,5
CarolD-SA,The Dominican,5
Sunking,The Dominican,5
Devin S,The Dominican,5
Sunshine_and_Travels,The Dominican,2
PRGuy02360,Hampton Inn & Suites Poughkeepsie,5
kmc11_11,Hampton Inn & Suites Poughkeepsie,5
Nomad746623,Hampton Inn & Suites Poughkeepsie,5
tr1379,Hampton Inn & Suites Poughkeepsie,5
surrealdream9,Hampton Inn & Suites Poughkeepsie,5
Joyce S,Hampton Inn & Suites Poughkeepsie,5
Leonelda  R,Hampton Inn & Suites Poughkeepsie,5
Yelena R,Hampton Inn & Suites Poughkeepsie,5
FarAway424617,Hampton Inn & Suites Poughkeepsie,4
Wander589818,Hampton Inn & Suites Poughkeepsie,1
tabitha h,Hampton Inn & Suites Poughkeepsie,5
chrisswartz5,Hampton Inn & Suites Poughkeepsie,2
EY_GlobeTrekker,Hampton Inn & Suites Poughkeepsie,2
Scott K,Hampton Inn & Suites Poughkeepsie,1
Madanchander,Hampton Inn & Suites Poughkeepsie,4
ClintonUSA,Comfort Inn Ballston,4
BKLYNSAGGI,Comfort Inn Ballston,5
SanFran,Comfort Inn Ballston,5
CorTT,Comfort Inn Ballston,4
SkiingDavid,Comfort Inn Ballston,5
Cookie,Comfort Inn Ballston,5
DarthMick,Comfort Inn Ballston,5
AuntTra,Comfort Inn Ballston,4
David and Josie,Comfort Inn Ballston,5
momof4Wi,Comfort Inn Ballston,4
whitcombx5,Comfort Inn Ballston,5
Patricia P,Comfort Inn Ballston,4
donna b,Comfort Inn Ballston,5
epurcel1,Comfort Inn Ballston,5
Judy P,Comfort Inn Ballston,5
Vacationer255970,Sleep Inn Boone,3
HappyCamperThoughts,Sleep Inn Boone,3
LEHankins,Sleep Inn Boone,4
Curtis S,Sleep Inn Boone,4
angelachal,Sleep Inn Boone,5
jennclay,Sleep Inn Boone,5
Silvia s,Sleep Inn Boone,5
Mark B,Sleep Inn Boone,5
popsgw,Sleep Inn Boone,5
bobby076,Sleep Inn Boone,5
lorimcd159,Sleep Inn Boone,4
af62cobra,Sleep Inn Boone,5
SECoaster,Sleep Inn Boone,4
Renee843,Sleep Inn Boone,5
JimmyBrent,Sleep Inn Boone,5
Virginia,Carson Valley Inn,5
kelkel90,Carson Valley Inn,5
jeng126,Carson Valley Inn,5
1947-FORD,Carson Valley Inn,4
Steven D,Carson Valley Inn,5
Sierranymph,Carson Valley Inn,2
Kathleen S,Carson Valley Inn,3
Meanwhilestillthinkn,Carson Valley Inn,2
Claire A,Carson Valley Inn,4
Anne B,Carson Valley Inn,5
Bill G,Carson Valley Inn,4
Michael M,Carson Valley Inn,5
clinou,Carson Valley Inn,2
kkingsbury8,Carson Valley Inn,5
candydawn,Carson Valley Inn,4
Doc G,Microtel Inn & Suites by Wyndham Lexington,1
Sue M,Microtel Inn & Suites by Wyndham Lexington,4
Ms Jaimie,Microtel Inn & Suites by Wyndham Lexington,1
melandmel86,Microtel Inn & Suites by Wyndham Lexington,3
John H,Microtel Inn & Suites by Wyndham Lexington,5
Passport01635340056,Microtel Inn & Suites by Wyndham Lexington,5
melaniepM4570HW,Microtel Inn & Suites by Wyndham Lexington,5
John J,Microtel Inn & Suites by Wyndham Lexington,5
grimsbygreg,Microtel Inn & Suites by Wyndham Lexington,4
John F,Microtel Inn & Suites by Wyndham Lexington,4
DaneDane1,Microtel Inn & Suites by Wyndham Lexington,4
R R,Microtel Inn & Suites by Wyndham Lexington,5
donjohnson1705,Microtel Inn & Suites by Wyndham Lexington,3
Inspire57901686253,Microtel Inn & Suites by Wyndham Lexington,5
ravizeej02,Microtel Inn & Suites by Wyndham Lexington,1
time4us_25,Marion Comfort Inn,4
Cuencathom,Marion Comfort Inn,4
Donna C,Marion Comfort Inn,5
Jeff R,Marion Comfort Inn,5
R M,Marion Comfort Inn,5
Janice C,Marion Comfort Inn,3
Jeff B,Marion Comfort Inn,1
Chris A,Marion Comfort Inn,4
lorettam576,Marion Comfort Inn,5
John S,Marion Comfort Inn,5
DCT84,Marion Comfort Inn,3
GypsyJgirl,Marion Comfort Inn,5
KPKOREN,Marion Comfort Inn,4
USAtraveler365,Marion Comfort Inn,5
George K,Marion Comfort Inn,5
shelsam,Motel 6 Vista,3
Pamela P,Motel 6 Vista,3
jacknolan5273,Motel 6 Vista,2
traveldee93,Motel 6 Vista,3
OldSquid50,Motel 6 Vista,2
S D,Motel 6 Vista,4
ANDRES A,Motel 6 Vista,2
CS131415,Motel 6 Vista,1
w c,Motel 6 Vista,1
sailorsdoll,Motel 6 Vista,4
60713LoveToTravel,Motel 6 Vista,5
sayolamang,Motel 6 Vista,4
forsyth85,Motel 6 Vista,4
yogamamma,Motel 6 Vista,3
Charles N,Motel 6 Vista,4
honeybeetle1955,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,5
Bertha S,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,5
537mikem846,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,4
Michael M,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,5
jslofts,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,4
Lari B,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,3
hydroproducts,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,1
t2green2par,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,3
michaelnA5265LQ,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,3
Gary I,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,4
Leslie P,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,2
matty0ung,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,3
deanna492,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,2
notw_08,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,5
sherrilynn1,Microtel Inn & Suites by Wyndham Morgan Hill/San Jose Area,4
firstmay,El Castell Motel,5
keynote7,El Castell Motel,5
RPF49,El Castell Motel,4
Princesssarah372014,El Castell Motel,5
Stacey P,El Castell Motel,5
SarAlameda,El Castell Motel,5
lachkeira,El Castell Motel,4
kelsladean,El Castell Motel,5
Lisa V,El Castell Motel,5
Zuliana E,El Castell Motel,4
danpoljak,El Castell Motel,4
GreyRose_13,El Castell Motel,4
Plunk23,El Castell Motel,4
Justmatey902,El Castell Motel,4
Carol B,El Castell Motel,3
f m,Staybridge Suites San Francisco Airport,5
Steven C,Staybridge Suites San Francisco Airport,5
restless4,Staybridge Suites San Francisco Airport,5
O5980BFmikeh,Staybridge Suites San Francisco Airport,2
Carina R,Staybridge Suites San Francisco Airport,4
LyndsayKoch,Staybridge Suites San Francisco Airport,5
Lynn M,Staybridge Suites San Francisco Airport,5
Damian C,Staybridge Suites San Francisco Airport,5
Carlo,Staybridge Suites San Francisco Airport,5
drmirage,Staybridge Suites San Francisco Airport,5
traveltime841,Staybridge Suites San Francisco Airport,4
worldtraveler1028,Staybridge Suites San Francisco Airport,5
tamaralea,Staybridge Suites San Francisco Airport,5
Amy R,Staybridge Suites San Francisco Airport,5
dixiebelle72,Staybridge Suites San Francisco Airport,5
Maria F,Cortona Inn & Suites Anaheim Resort,4
Tiffany I,Cortona Inn & Suites Anaheim Resort,4
Alaina O,Cortona Inn & Suites Anaheim Resort,3
SBinBZ14,Cortona Inn & Suites Anaheim Resort,3
ctrsara,Cortona Inn & Suites Anaheim Resort,5
Jessica L,Cortona Inn & Suites Anaheim Resort,4
Ashley,Cortona Inn & Suites Anaheim Resort,5
JVega,Cortona Inn & Suites Anaheim Resort,5
Sarah H,Cortona Inn & Suites Anaheim Resort,5
Rseguera,Cortona Inn & Suites Anaheim Resort,4
Sal,Cortona Inn & Suites Anaheim Resort,4
Erandil,Cortona Inn & Suites Anaheim Resort,2
WICTM32,Cortona Inn & Suites Anaheim Resort,4
C_Bowlan,Cortona Inn & Suites Anaheim Resort,4
Passport509637,Cortona Inn & Suites Anaheim Resort,4
TwinMom1995,Best Western Eureka Inn,4
RyanD,Best Western Eureka Inn,5
Momsty5,Best Western Eureka Inn,3
laneymetz,Best Western Eureka Inn,5
mikesuev,Best Western Eureka Inn,4
jrdot,Best Western Eureka Inn,5
srtone,Best Western Eureka Inn,5
bgergens110,Best Western Eureka Inn,5
fehron,Best Western Eureka Inn,3
sroyse5005,Best Western Eureka Inn,3
Curtis P,Best Western Eureka Inn,5
wizzybun,Best Western Eureka Inn,5
Margie1217,Best Western Eureka Inn,5
Bobby W,Best Western Eureka Inn,5
SherryH334,Best Western Eureka Inn,3
The Cheap Diva,Super 8 by Wyndham Effingham,4
Tamdidia,Super 8 by Wyndham Effingham,5
msms113,Super 8 by Wyndham Effingham,3
TheHomeLoanGuy,Super 8 by Wyndham Effingham,5
oldredwine99,Super 8 by Wyndham Effingham,5
CoachG28,Super 8 by Wyndham Effingham,2
Dan S,Super 8 by Wyndham Effingham,4
mpoole2019,Super 8 by Wyndham Effingham,3
h0tr0dders,Super 8 by Wyndham Effingham,5
Trip732351,Super 8 by Wyndham Effingham,5
Sandy R,Super 8 by Wyndham Effingham,4
Stone Durango,Super 8 by Wyndham Effingham,5
dcwdaw92378,Super 8 by Wyndham Effingham,2
NOmadfolk2,Super 8 by Wyndham Effingham,4
Lindsay B,Super 8 by Wyndham Effingham,4
Tracey L,Hampton Inn Gaylord,5
saraL69QC,Hampton Inn Gaylord,5
David F,Hampton Inn Gaylord,5
jeffwright2020,Hampton Inn Gaylord,5
tmiller_21,Hampton Inn Gaylord,4
darleneinch,Hampton Inn Gaylord,5
NatlParkHopper27,Hampton Inn Gaylord,5
Darlene I,Hampton Inn Gaylord,5
Daydream6020,Hampton Inn Gaylord,5
AndgeCroz,Hampton Inn Gaylord,4
tanya22wb,Hampton Inn Gaylord,5
kristinagerami,Hampton Inn Gaylord,5
jimleft1920,Hampton Inn Gaylord,5
Martin G,Hampton Inn Gaylord,1
Dissatified88,Hampton Inn Gaylord,4
adamball2020,Super 8 by Wyndham Manistee,5
Gary H,Super 8 by Wyndham Manistee,5
Ben R,Super 8 by Wyndham Manistee,5
anthonyharubin,Super 8 by Wyndham Manistee,5
Dream62469841689,Super 8 by Wyndham Manistee,5
kerwin9974,Super 8 by Wyndham Manistee,5
Jenn,Super 8 by Wyndham Manistee,5
Michael S,Super 8 by Wyndham Manistee,5
bunnyofbadideas,Super 8 by Wyndham Manistee,3
Daniel R,Super 8 by Wyndham Manistee,5
642kristin,Super 8 by Wyndham Manistee,5
XX_On_The_Go_11,Super 8 by Wyndham Manistee,4
hranks,Super 8 by Wyndham Manistee,4
Seth I,Super 8 by Wyndham Manistee,4
ekoopmans,Super 8 by Wyndham Manistee,4
Sandeep P,Baymont by Wyndham Gaylord,5
N.B.,Baymont by Wyndham Gaylord,5
dogfriendly2020,Baymont by Wyndham Gaylord,5
jerryko2020,Baymont by Wyndham Gaylord,4
bockcindy12,Baymont by Wyndham Gaylord,5
bdrewwilson,Baymont by Wyndham Gaylord,5
Fanny1949,Baymont by Wyndham Gaylord,2
DN123,Baymont by Wyndham Gaylord,5
KidsinMinivan,Baymont by Wyndham Gaylord,4
Denis J,Baymont by Wyndham Gaylord,2
LaVon S,Baymont by Wyndham Gaylord,2
mommasherm,Baymont by Wyndham Gaylord,5
Adventurer311636,Baymont by Wyndham Gaylord,1
Karol M,Baymont by Wyndham Gaylord,4
Scenic22939760972,Baymont by Wyndham Gaylord,3
gvlaker,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
darleneinch,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,3
Linda S,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
c0nradar,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Susan K,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Hope S,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Robert Z,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
atari4life,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Donald L,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
sph222,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
lethast,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Janice K,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Cindy V,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Voyager07736400308,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,3
judyp1962,La Quinta Inn & Suites by Wyndham Dayton North - Tipp City,5
Amber,77 Inn & Suites,5
srsobus,77 Inn & Suites,1
Coni,77 Inn & Suites,1
Laurie621,77 Inn & Suites,1
Kevin Coleman,77 Inn & Suites,5
poodletravelers,77 Inn & Suites,3
travelerS_Korea,77 Inn & Suites,4
Vero A,77 Inn & Suites,2
Heather D,77 Inn & Suites,2
JustinsView1,77 Inn & Suites,2
_timsholtz,77 Inn & Suites,5
Roberto L,77 Inn & Suites,1
Steve And Joy M,77 Inn & Suites,5
Virginia J,77 Inn & Suites,2
LouAnnVF,77 Inn & Suites,4
Dotandmike,Ibis Edinburgh Centre Royal Mile,5
K7693NCjohnb,Ibis Edinburgh Centre Royal Mile,5
MPBangkok,Ibis Edinburgh Centre Royal Mile,4
NottsKim,Ibis Edinburgh Centre Royal Mile,4
MaliaBi,Ibis Edinburgh Centre Royal Mile,5
Judy C,Ibis Edinburgh Centre Royal Mile,5
Sanaz M,Ibis Edinburgh Centre Royal Mile,5
becccz12,Ibis Edinburgh Centre Royal Mile,5
MadScot666,Ibis Edinburgh Centre Royal Mile,5
Tall_Paul_F-4,Ibis Edinburgh Centre Royal Mile,5
Mrs.R,Ibis Edinburgh Centre Royal Mile,3
Krisen N,Ibis Edinburgh Centre Royal Mile,5
DaisyMae05,Ibis Edinburgh Centre Royal Mile,4
MGGGM,Ibis Edinburgh Centre Royal Mile,4
Gemma W,Ibis Edinburgh Centre Royal Mile,4
susan w,Grey Bull Hotel,4
590AndyFB,Grey Bull Hotel,5
D4680JYrob,Grey Bull Hotel,5
Neil C,Grey Bull Hotel,4
Roger Brown,Grey Bull Hotel,5
Charlie,Grey Bull Hotel,5
Timbo-Yorkshire,Grey Bull Hotel,5
gbbb,Grey Bull Hotel,5
Barbara I,Grey Bull Hotel,5
Tad K,Grey Bull Hotel,5
Gotravel,Grey Bull Hotel,5
speedy15_2001,Grey Bull Hotel,5
Chris B,Grey Bull Hotel,5
John T,Grey Bull Hotel,5
lizstettler,Grey Bull Hotel,5
daverolls3,Premier Inn Dunfermline hotel,5
1973bubble1973,Premier Inn Dunfermline hotel,5
baggieboy6,Premier Inn Dunfermline hotel,5
ScotchMissed,Premier Inn Dunfermline hotel,5
Gary S,Premier Inn Dunfermline hotel,5
Departure46116288822,Premier Inn Dunfermline hotel,5
Mr Harry B,Premier Inn Dunfermline hotel,4
Joanna0594,Premier Inn Dunfermline hotel,5
sjames42,Premier Inn Dunfermline hotel,5
peggy,Premier Inn Dunfermline hotel,5
martin746,Premier Inn Dunfermline hotel,5
drpetembe,Premier Inn Dunfermline hotel,5
KeithHarris1974,Premier Inn Dunfermline hotel,5
Sunshine522360,Premier Inn Dunfermline hotel,3
darren1175,Premier Inn Dunfermline hotel,4
Mummy B,Holiday Inn Express Canterbury,2
MoosHampshire,Holiday Inn Express Canterbury,3
Phil C,Holiday Inn Express Canterbury,4
Lyn Palmer,Holiday Inn Express Canterbury,5
KellyM2803,Holiday Inn Express Canterbury,4
007solotraveler,"Radisson Blu Royal Viking Hotel, Stockholm",4
007solotraveler,Radisson Blu Waterfront Hotel,5
007solotraveler,Hilton Miami Airport,4
007solotraveler,Crowne Plaza Hotel San Diego - Mission Valley,4
007solotraveler,Hilton San Francisco Union Square,5
007solotraveler,BEST WESTERN PLUS Cavalier Oceanfront Resort,4
007solotraveler,Sofitel London Gatwick,4
007solotraveler,Holiday Inn London Sutton,4
007solotraveler,Radisson Blu Edwardian Vanderbilt,4
007solotraveler,Hilton London Kensington,4
0BKI0,Park Plaza Sherlock Holmes London,4
0BKI0,Hotel OTTO,4
0BKI0,Bedruthan Hotel & Spa,4
0BKI0,Sloane Square Hotel,4
0BKI0,Hotel Zi Teresa,4
0BKI0,The Magdalen Chapter,5
0BKI0,Thistle City Barbican,3
0BKI0,Harptree Court,5
0BKI0,Hotel Diana Pompei,5
0BKI0,Mill Park Camping and Caravan Park,4
0BKI0,Barcelo Costa Cancun,4
10179k79,Saiaz Getaria Hotel,4
10179k79,Iriarte Jauregia Hotel,3
10179k79,"Hotel Marques de Riscal, a Luxury Collection Hotel",5
10179k79,Hotel Amarano Burbank,4
10179k79,Imbali Safari Lodge,4
10179k79,Lobster House,3
10179k79,Franschhoek Country House & Villas,3
10179k79,Altes Landhaus Country Lodge,5
10179k79,The Alexander,5
10179k79,Teremok Marine,4
10179k79,Dawson's Game and Trout Lodge,4
10179k79,Illyria House,4
10179k79,"The Sands, St. Francis",5
10179k79,Serene-estate Boutique Guesthouse,3
10179k79,Summerfields Rose Retreat & Spa,5
10179k79,Hotel Americano,3
10179k79,Villa Cora,5
10179k79,Thurnher's Alpenhof,5
10179k79,Zero George Street,4
10179k79,Hotel Simi Zermatt,2
10179k79,Asaba,5
10179k79,Hotel das Kranzbach,4
10179k79,Seehotel Schlierseer Hof,2
10179k79,The Gant,5
10179k79,Matahari Beach Resort & Spa,5
10179k79,The Bowery Hotel,4
10179k79,Kaiserblick,2
10179k79,COSMO Hotel Berlin Mitte,5
10179k79,The Limelight Hotel,5
10179k79,Chamberlain West Hollywood,5
10179k79,Hotel ZaZa Houston,4
10179k79,The Nolitan Hotel,3
10179k79,Hotel Bareiss,5
10179k79,Hotel Cour du Corbeau Strasbourg - MGallery Collection,5
10179k79,Hostellerie La Cheneaudiere - Relais & Chateaux,4
10179k79,Les Bas Rupts Et Chalet Fleuri,2
10179k79,Riad Kniza,5
10179k79,Andaz 5th Avenue,5
10179k79,The Omnia,3
10179k79,The Mira Hong Kong,5
10179k79,Townhouse Hotel,3
10179k79,The Tides South Beach,5
10179k79,Bleiche Resort & Spa,2
10179k79,Park Hyatt Tokyo,5
10179k79,Ryokan Fujiya,3
10179k79,Park Hotel Tokyo,4
10179k79,Palmiet Valley Wine Estate & Boutique Hotel,5
10179k79,The Lofts Boutique Hotel,3
10179k79,Cape Heritage Hotel,5
10179k79,The Legian Bali вЂ“ a GHM hotel,5
10179k79,Blue Moon Villas,3
10179k79,New Majestic Hotel,4
124_10,Miller Apartments Adelaide,5
124_10,Hidden Grove Retreat,5
124_10,Holiday Inn Winchester,4
124_10,BEST WESTERN Mornington Hotel,4
124_10,Methuen Arms Hotel,5
124_10,Bedford Hotel,5
124_10,BEST WESTERN Hotel Mondschein,3
124_10,Saybrook Point Inn & Spa,5
124_10,Travelodge Hotel at LAX,1
12ReasonsWhy,Stamos Hotel,5
12ReasonsWhy,London Marriott Hotel Regents Park,5
12ReasonsWhy,Metropark Park Hotel Kowloon,4
12ReasonsWhy,Southlands Guest House,5
12ReasonsWhy,The Ayrlington,5
14beacon,Courtyard Poughkeepsie,4
14beacon,Paradise Stream Resort,4
14beacon,Embassy Suites by Hilton North Charleston - Airport/Hotel & Convention,4
14beacon,Hampton Inn Manhattan-Seaport-Financial District,4
14beacon,Residence Inn Mystic Groton,3
14beacon,Residence Inn Deptford,4
14beacon,Courtyard Stamford Downtown,4
150NightsPerYear,Crowne Plaza Airport,5
150NightsPerYear,Candlewood Suites Fort Stockton,4
150NightsPerYear,Comfort Suites Grayslake,4
150NightsPerYear,Aloft Green Bay,5
150NightsPerYear,Madurai Residency,1
150NightsPerYear,Hilton Paris Charles de Gaulle Airport,4
150NightsPerYear,Hilton Garden Inn New Delhi / Saket,4
150NightsPerYear,Hilton Millennium Seoul,2
150NightsPerYear,InterContinental Seoul COEX,5
150NightsPerYear,Hilton Garden Inn Islip/MacArthur Airport,2
150NightsPerYear,LaGuardia Plaza Hotel - New York,2
150NightsPerYear,Laguna Garden Hotel,4
150NightsPerYear,Presidente Inter-Continental Cozumel Resort & Spa,2
150NightsPerYear,Hotel Merkur,5
1771,Radisson Hotel Cincinnati Riverfront,1
1771,Sandpiper Gulf Resort,5
1771,Four Points by Sheraton Cocoa Beach,5
1771,Wingate by Wyndham Lexington,1
1771,Stonewall Jackson Hotel and Conference Center,5
1771,Berlin Resort,5
1771,La Quinta Inn & Suites Louisville,5
1771,Sandcastle Oceanfront Resort at the Pavilion,4
1771,Springhill Suites Cincinnati Midtown,5
1771,Rainbow Motel,5
1771,Clarion Hotel Park Avenue,2
186402Sarah1984,Suncokret Body and Soul Retreat,2
186402Sarah1984,"Hotel Bristol, a Luxury Collection Hotel, Warsaw",4
186402Sarah1984,Kamene price apartments,5
186402Sarah1984,BEST WESTERN Corona,2
186402Sarah1984,Thistle Hyde Park,4
186402Sarah1984,Premier Inn London Euston Hotel,2
1969ws,The Fossil Tree Hotel,5
1969ws,The Boot Inn,4
1969ws,Caister-on-Sea Holiday Park - Haven,5
1969ws,Nana Beach Hotel,5
1969ws,Travelodge Gatwick Airport Central,4
1969ws,Premier Inn Norwich Nelson City Centre Hotel,4
1969ws,Ty Gwyn Hotel,1
1969ws,Afon View Guest House,5
1969ws,Littlesea Holiday Park - Haven,3
1969ws,Lulworth Cove Inn,5
1969ws,Oceanis Beach & Spa Resort,5
1969ws,Grand Pasa Hotel,5
1969ws,Sirata Beach Resort,4
1969ws,The Floridian Hotel and Suites,4
1969ws,Burnside B&B,5
1969ws,Swiss Court,1
1969ws,Club Magic Life Sharm el Sheikh Imperial,5
1969ws,Premier Inn London Heathrow Airport (M4/J4) Hotel,5
1969ws,Holiday Inn Express NYC Madison Square Garden,4
